eid,cycle,firmware
74147,2013-2014,2.5.0
74148,2013-2014,2.5.0
74149,2013-2014,2.5.0
74150,2013-2014,2.5.0
74154,2013-2014,2.5.0
74156,2013-2014,2.5.0
74157,2013-2014,2.5.0
74159,2013-2014,2.5.0
74160,2013-2014,2.3.0
74161,2013-2014,2.5.0
74163,2013-2014,2.5.0
74164,2013-2014,2.5.0
74165,2013-2014,2.5.0
74166,2013-2014,2.5.0
74168,2013-2014,2.4.0
74169,2013-2014,2.5.0
74170,2013-2014,2.5.0
74172,2013-2014,2.5.0
74173,2013-2014,2.5.0
74174,2013-2014,2.5.0
74176,2013-2014,2.3.0
74177,2013-2014,2.5.0
74178,2013-2014,2.5.0
74179,2013-2014,2.4.0
74180,2013-2014,2.5.0
74181,2013-2014,2.5.0
74182,2013-2014,2.5.0
74183,2013-2014,2.5.0
74184,2013-2014,2.5.0
74185,2013-2014,2.5.0
74186,2013-2014,2.3.0
74187,2013-2014,2.5.0
74188,2013-2014,2.3.0
74190,2013-2014,2.5.0
74191,2013-2014,2.5.0
74195,2013-2014,2.5.0
74196,2013-2014,2.5.0
74198,2013-2014,2.5.0
74199,2013-2014,2.5.0
74200,2013-2014,2.5.0
74203,2013-2014,2.5.0
74204,2013-2014,2.4.0
74205,2013-2014,2.5.0
74206,2013-2014,2.2.0
74207,2013-2014,2.5.0
74209,2013-2014,2.5.0
74211,2013-2014,2.5.0
74212,2013-2014,2.5.0
74213,2013-2014,2.5.0
74214,2013-2014,2.3.0
74215,2013-2014,2.5.0
74217,2013-2014,2.5.0
74218,2013-2014,2.5.0
74220,2013-2014,2.5.0
74221,2013-2014,2.5.0
74222,2013-2014,2.5.0
74224,2013-2014,2.5.0
74225,2013-2014,2.5.0
74227,2013-2014,2.5.0
74229,2013-2014,2.5.0
74230,2013-2014,2.4.0
74231,2013-2014,2.5.0
74232,2013-2014,2.5.0
74233,2013-2014,2.5.0
74235,2013-2014,2.5.0
74238,2013-2014,2.5.0
74239,2013-2014,2.5.0
74240,2013-2014,2.5.0
74241,2013-2014,2.5.0
74242,2013-2014,2.5.0
74243,2013-2014,2.5.0
74244,2013-2014,2.5.0
74245,2013-2014,2.5.0
74247,2013-2014,2.5.0
74248,2013-2014,2.5.0
74249,2013-2014,2.4.0
74251,2013-2014,2.5.0
74252,2013-2014,2.5.0
74253,2013-2014,2.5.0
74254,2013-2014,2.5.0
74255,2013-2014,2.5.0
74256,2013-2014,2.5.0
74259,2013-2014,2.5.0
74262,2013-2014,2.5.0
74263,2013-2014,2.5.0
74264,2013-2014,2.5.0
74265,2013-2014,2.5.0
74267,2013-2014,2.4.0
74268,2013-2014,2.5.0
74269,2013-2014,2.5.0
74270,2013-2014,2.5.0
74271,2013-2014,2.5.0
74273,2013-2014,2.5.0
74274,2013-2014,2.5.0
74275,2013-2014,2.5.0
74276,2013-2014,2.5.0
74277,2013-2014,2.5.0
74278,2013-2014,2.5.0
74279,2013-2014,2.3.0
74280,2013-2014,2.5.0
74281,2013-2014,2.3.0
74283,2013-2014,2.3.0
74284,2013-2014,2.5.0
74285,2013-2014,2.5.0
74286,2013-2014,2.3.0
74287,2013-2014,2.5.0
74288,2013-2014,2.5.0
74290,2013-2014,2.5.0
74291,2013-2014,2.5.0
74292,2013-2014,2.5.0
74293,2013-2014,2.5.0
74294,2013-2014,2.5.0
74295,2013-2014,2.5.0
74296,2013-2014,2.5.0
74297,2013-2014,2.5.0
74298,2013-2014,2.5.0
74300,2013-2014,2.5.0
74301,2013-2014,2.5.0
74302,2013-2014,2.5.0
74303,2013-2014,2.5.0
74304,2013-2014,2.5.0
74305,2013-2014,2.5.0
74306,2013-2014,2.5.0
74307,2013-2014,2.5.0
74308,2013-2014,2.5.0
74310,2013-2014,2.5.0
74311,2013-2014,2.5.0
74312,2013-2014,2.5.0
74313,2013-2014,2.3.0
74314,2013-2014,2.3.0
74315,2013-2014,2.5.0
74317,2013-2014,2.5.0
74318,2013-2014,2.5.0
74319,2013-2014,2.5.0
74322,2013-2014,2.5.0
74323,2013-2014,2.5.0
74324,2013-2014,2.5.0
74325,2013-2014,2.5.0
74326,2013-2014,2.3.0
74327,2013-2014,2.5.0
74328,2013-2014,2.5.0
74329,2013-2014,2.5.0
74330,2013-2014,2.5.0
74331,2013-2014,2.5.0
74332,2013-2014,2.5.0
74334,2013-2014,2.5.0
74335,2013-2014,2.5.0
74336,2013-2014,2.5.0
74337,2013-2014,2.5.0
74339,2013-2014,2.3.0
74340,2013-2014,2.5.0
74341,2013-2014,2.5.0
74342,2013-2014,2.5.0
74344,2013-2014,2.5.0
74345,2013-2014,2.5.0
74346,2013-2014,2.5.0
74347,2013-2014,2.5.0
74348,2013-2014,2.5.0
74349,2013-2014,2.3.0
74351,2013-2014,2.5.0
74356,2013-2014,2.5.0
74358,2013-2014,2.5.0
74359,2013-2014,2.5.0
74360,2013-2014,2.5.0
74361,2013-2014,2.5.0
74364,2013-2014,2.5.0
74365,2013-2014,2.5.0
74366,2013-2014,2.5.0
74367,2013-2014,2.5.0
74369,2013-2014,2.5.0
74370,2013-2014,2.5.0
74372,2013-2014,2.5.0
74373,2013-2014,2.5.0
74374,2013-2014,2.5.0
74375,2013-2014,2.5.0
74377,2013-2014,2.5.0
74378,2013-2014,2.5.0
74379,2013-2014,2.5.0
74380,2013-2014,2.5.0
74381,2013-2014,2.5.0
74382,2013-2014,2.5.0
74383,2013-2014,2.5.0
74384,2013-2014,2.5.0
74385,2013-2014,2.5.0
74386,2013-2014,2.5.0
74388,2013-2014,2.5.0
74390,2013-2014,2.5.0
74392,2013-2014,2.5.0
74393,2013-2014,2.5.0
74394,2013-2014,2.2.0
74395,2013-2014,2.5.0
74396,2013-2014,2.5.0
74397,2013-2014,2.5.0
74398,2013-2014,2.5.0
74399,2013-2014,2.5.0
74400,2013-2014,2.5.0
74401,2013-2014,2.5.0
74402,2013-2014,2.5.0
74403,2013-2014,2.5.0
74405,2013-2014,2.5.0
74407,2013-2014,2.5.0
74408,2013-2014,2.5.0
74410,2013-2014,2.5.0
74412,2013-2014,2.5.0
74416,2013-2014,2.5.0
74417,2013-2014,2.5.0
74418,2013-2014,2.5.0
74419,2013-2014,2.5.0
74420,2013-2014,2.3.0
74421,2013-2014,2.5.0
74424,2013-2014,2.5.0
74425,2013-2014,2.3.0
74427,2013-2014,2.3.0
74430,2013-2014,2.5.0
74431,2013-2014,2.5.0
74432,2013-2014,2.5.0
74433,2013-2014,2.5.0
74434,2013-2014,2.5.0
74435,2013-2014,2.5.0
74436,2013-2014,2.5.0
74437,2013-2014,2.5.0
74440,2013-2014,2.5.0
74442,2013-2014,2.5.0
74443,2013-2014,2.3.0
74444,2013-2014,2.5.0
74445,2013-2014,2.5.0
74446,2013-2014,2.5.0
74448,2013-2014,2.5.0
74449,2013-2014,2.5.0
74450,2013-2014,2.5.0
74451,2013-2014,2.5.0
74452,2013-2014,2.5.0
74455,2013-2014,2.5.0
74457,2013-2014,2.5.0
74458,2013-2014,2.5.0
74459,2013-2014,2.5.0
74460,2013-2014,2.5.0
74463,2013-2014,2.5.0
74464,2013-2014,2.5.0
74465,2013-2014,2.5.0
74466,2013-2014,2.5.0
74468,2013-2014,2.5.0
74470,2013-2014,2.5.0
74471,2013-2014,2.5.0
74474,2013-2014,2.5.0
74476,2013-2014,2.5.0
74478,2013-2014,2.3.0
74479,2013-2014,2.5.0
74480,2013-2014,2.4.0
74481,2013-2014,2.3.0
74482,2013-2014,2.5.0
74483,2013-2014,2.5.0
74484,2013-2014,2.5.0
74485,2013-2014,2.5.0
74486,2013-2014,2.5.0
74487,2013-2014,2.3.0
74489,2013-2014,2.5.0
74491,2013-2014,2.5.0
74492,2013-2014,2.5.0
74493,2013-2014,2.5.0
74495,2013-2014,2.5.0
74496,2013-2014,2.5.0
74498,2013-2014,2.5.0
74499,2013-2014,2.5.0
74500,2013-2014,2.5.0
74501,2013-2014,2.5.0
74504,2013-2014,2.3.0
74505,2013-2014,2.5.0
74506,2013-2014,2.5.0
74507,2013-2014,2.5.0
74508,2013-2014,2.5.0
74509,2013-2014,2.3.0
74510,2013-2014,2.5.0
74511,2013-2014,2.3.0
74512,2013-2014,2.3.0
74513,2013-2014,2.5.0
74516,2013-2014,2.5.0
74521,2013-2014,2.5.0
74523,2013-2014,2.5.0
74524,2013-2014,2.5.0
74525,2013-2014,2.3.0
74529,2013-2014,2.5.0
74532,2013-2014,2.4.0
74534,2013-2014,2.3.0
74536,2013-2014,2.5.0
74537,2013-2014,2.5.0
74538,2013-2014,2.5.0
74539,2013-2014,2.3.0
74540,2013-2014,2.5.0
74541,2013-2014,2.5.0
74542,2013-2014,2.5.0
74544,2013-2014,2.5.0
74545,2013-2014,2.5.0
74546,2013-2014,2.5.0
74547,2013-2014,2.5.0
74548,2013-2014,2.4.0
74549,2013-2014,2.3.0
74550,2013-2014,2.5.0
74552,2013-2014,2.5.0
74553,2013-2014,2.5.0
74554,2013-2014,2.5.0
74556,2013-2014,2.5.0
74557,2013-2014,2.5.0
74559,2013-2014,2.5.0
74560,2013-2014,2.5.0
74562,2013-2014,2.3.0
74563,2013-2014,2.3.0
74565,2013-2014,2.5.0
74566,2013-2014,2.5.0
74567,2013-2014,2.5.0
74568,2013-2014,2.5.0
74569,2013-2014,2.5.0
74570,2013-2014,2.5.0
74571,2013-2014,2.5.0
74573,2013-2014,2.5.0
74574,2013-2014,2.5.0
74575,2013-2014,2.5.0
74576,2013-2014,2.5.0
74578,2013-2014,2.5.0
74579,2013-2014,2.5.0
74580,2013-2014,2.5.0
74582,2013-2014,2.5.0
74583,2013-2014,2.3.0
74584,2013-2014,2.5.0
74587,2013-2014,2.5.0
74588,2013-2014,2.5.0
74589,2013-2014,2.5.0
74591,2013-2014,2.5.0
74594,2013-2014,2.5.0
74595,2013-2014,2.5.0
74596,2013-2014,2.5.0
74598,2013-2014,2.5.0
74600,2013-2014,2.5.0
74601,2013-2014,2.5.0
74602,2013-2014,2.4.0
74603,2013-2014,2.5.0
74606,2013-2014,2.5.0
74607,2013-2014,2.5.0
74608,2013-2014,2.3.0
74609,2013-2014,2.5.0
74611,2013-2014,2.5.0
74612,2013-2014,2.5.0
74613,2013-2014,2.5.0
74614,2013-2014,2.5.0
74615,2013-2014,2.5.0
74616,2013-2014,2.5.0
74617,2013-2014,2.3.0
74619,2013-2014,2.5.0
74620,2013-2014,2.5.0
74623,2013-2014,2.5.0
74624,2013-2014,2.5.0
74626,2013-2014,2.5.0
74627,2013-2014,2.5.0
74628,2013-2014,2.5.0
74629,2013-2014,2.5.0
74630,2013-2014,2.5.0
74631,2013-2014,2.5.0
74632,2013-2014,2.5.0
74633,2013-2014,2.5.0
74636,2013-2014,2.5.0
74637,2013-2014,2.5.0
74638,2013-2014,2.5.0
74639,2013-2014,2.5.0
74642,2013-2014,2.5.0
74644,2013-2014,2.5.0
74645,2013-2014,2.5.0
74646,2013-2014,2.5.0
74647,2013-2014,2.5.0
74648,2013-2014,2.5.0
74649,2013-2014,2.5.0
74650,2013-2014,2.5.0
74651,2013-2014,2.5.0
74652,2013-2014,2.5.0
74653,2013-2014,2.5.0
74654,2013-2014,2.5.0
74655,2013-2014,2.5.0
74656,2013-2014,2.5.0
74657,2013-2014,2.5.0
74658,2013-2014,2.5.0
74659,2013-2014,2.5.0
74660,2013-2014,2.5.0
74661,2013-2014,2.4.0
74662,2013-2014,2.5.0
74663,2013-2014,2.5.0
74665,2013-2014,2.5.0
74666,2013-2014,2.5.0
74668,2013-2014,2.5.0
74669,2013-2014,2.5.0
74671,2013-2014,2.5.0
74672,2013-2014,2.5.0
74673,2013-2014,2.5.0
74674,2013-2014,2.3.0
74675,2013-2014,2.5.0
74676,2013-2014,2.5.0
74677,2013-2014,2.5.0
74678,2013-2014,2.5.0
74679,2013-2014,2.5.0
74680,2013-2014,2.3.0
74681,2013-2014,2.5.0
74682,2013-2014,2.5.0
74683,2013-2014,2.3.0
74685,2013-2014,2.5.0
74686,2013-2014,2.5.0
74687,2013-2014,2.5.0
74688,2013-2014,2.5.0
74689,2013-2014,2.3.0
74690,2013-2014,2.3.0
74691,2013-2014,2.5.0
74693,2013-2014,2.5.0
74694,2013-2014,2.5.0
74695,2013-2014,2.5.0
74696,2013-2014,2.5.0
74697,2013-2014,2.5.0
74698,2013-2014,2.5.0
74699,2013-2014,2.5.0
74700,2013-2014,2.5.0
74701,2013-2014,2.5.0
74702,2013-2014,2.5.0
74703,2013-2014,2.5.0
74704,2013-2014,2.3.0
74705,2013-2014,2.5.0
74706,2013-2014,2.5.0
74707,2013-2014,2.5.0
74710,2013-2014,2.5.0
74711,2013-2014,2.5.0
74714,2013-2014,2.5.0
74715,2013-2014,2.5.0
74718,2013-2014,2.5.0
74719,2013-2014,2.5.0
74720,2013-2014,2.3.0
74721,2013-2014,2.5.0
74722,2013-2014,2.5.0
74723,2013-2014,2.5.0
74724,2013-2014,2.5.0
74725,2013-2014,2.5.0
74726,2013-2014,2.5.0
74727,2013-2014,2.5.0
74728,2013-2014,2.3.0
74730,2013-2014,2.5.0
74732,2013-2014,2.5.0
74733,2013-2014,2.5.0
74734,2013-2014,2.5.0
74735,2013-2014,2.5.0
74736,2013-2014,2.5.0
74738,2013-2014,2.3.0
74739,2013-2014,2.5.0
74740,2013-2014,2.5.0
74741,2013-2014,2.5.0
74742,2013-2014,2.5.0
74743,2013-2014,2.5.0
74744,2013-2014,2.5.0
74745,2013-2014,2.5.0
74746,2013-2014,2.4.0
74747,2013-2014,2.5.0
74748,2013-2014,2.5.0
74749,2013-2014,2.5.0
74751,2013-2014,2.5.0
74752,2013-2014,2.5.0
74753,2013-2014,2.5.0
74754,2013-2014,2.5.0
74755,2013-2014,2.5.0
74756,2013-2014,2.5.0
74759,2013-2014,2.5.0
74760,2013-2014,2.5.0
74761,2013-2014,2.5.0
74762,2013-2014,2.5.0
74763,2013-2014,2.5.0
74765,2013-2014,2.5.0
74767,2013-2014,2.3.0
74770,2013-2014,2.5.0
74771,2013-2014,2.5.0
74772,2013-2014,2.5.0
74774,2013-2014,2.5.0
74776,2013-2014,2.5.0
74778,2013-2014,2.3.0
74779,2013-2014,2.5.0
74781,2013-2014,2.5.0
74782,2013-2014,2.5.0
74783,2013-2014,2.5.0
74785,2013-2014,2.5.0
74786,2013-2014,2.5.0
74787,2013-2014,2.5.0
74788,2013-2014,2.5.0
74789,2013-2014,2.3.0
74791,2013-2014,2.5.0
74793,2013-2014,2.5.0
74795,2013-2014,2.5.0
74796,2013-2014,2.3.0
74797,2013-2014,2.5.0
74798,2013-2014,2.5.0
74800,2013-2014,2.5.0
74801,2013-2014,2.5.0
74802,2013-2014,2.5.0
74804,2013-2014,2.5.0
74805,2013-2014,2.3.0
74809,2013-2014,2.5.0
74812,2013-2014,2.5.0
74813,2013-2014,2.5.0
74814,2013-2014,2.5.0
74815,2013-2014,2.5.0
74816,2013-2014,2.5.0
74817,2013-2014,2.5.0
74818,2013-2014,2.5.0
74821,2013-2014,2.5.0
74822,2013-2014,2.5.0
74823,2013-2014,2.5.0
74824,2013-2014,2.5.0
74825,2013-2014,2.5.0
74828,2013-2014,2.5.0
74829,2013-2014,2.5.0
74830,2013-2014,2.5.0
74831,2013-2014,2.3.0
74832,2013-2014,2.5.0
74833,2013-2014,2.5.0
74835,2013-2014,2.5.0
74836,2013-2014,2.5.0
74837,2013-2014,2.5.0
74839,2013-2014,2.5.0
74840,2013-2014,2.5.0
74844,2013-2014,2.5.0
74845,2013-2014,2.5.0
74848,2013-2014,2.5.0
74849,2013-2014,2.5.0
74852,2013-2014,2.5.0
74855,2013-2014,2.5.0
74856,2013-2014,2.3.0
74857,2013-2014,2.5.0
74859,2013-2014,2.5.0
74860,2013-2014,2.5.0
74861,2013-2014,2.5.0
74862,2013-2014,2.5.0
74864,2013-2014,2.5.0
74866,2013-2014,2.5.0
74867,2013-2014,2.5.0
74868,2013-2014,2.5.0
74869,2013-2014,2.5.0
74871,2013-2014,2.5.0
74874,2013-2014,2.5.0
74875,2013-2014,2.5.0
74877,2013-2014,2.5.0
74878,2013-2014,2.5.0
74880,2013-2014,2.5.0
74881,2013-2014,2.5.0
74882,2013-2014,2.5.0
74883,2013-2014,2.5.0
74885,2013-2014,2.5.0
74886,2013-2014,2.5.0
74887,2013-2014,2.5.0
74889,2013-2014,2.5.0
74890,2013-2014,2.5.0
74893,2013-2014,2.5.0
74894,2013-2014,2.5.0
74895,2013-2014,2.5.0
74896,2013-2014,2.5.0
74897,2013-2014,2.5.0
74900,2013-2014,2.5.0
74901,2013-2014,2.5.0
74903,2013-2014,2.5.0
74904,2013-2014,2.5.0
74905,2013-2014,2.5.0
74907,2013-2014,2.5.0
74909,2013-2014,2.5.0
74910,2013-2014,2.5.0
74911,2013-2014,2.5.0
74912,2013-2014,2.5.0
74913,2013-2014,2.5.0
74914,2013-2014,2.5.0
74915,2013-2014,2.5.0
74916,2013-2014,2.5.0
74917,2013-2014,2.5.0
74919,2013-2014,2.5.0
74920,2013-2014,2.5.0
74923,2013-2014,2.5.0
74926,2013-2014,2.5.0
74927,2013-2014,2.5.0
74928,2013-2014,2.5.0
74930,2013-2014,2.5.0
74932,2013-2014,2.5.0
74933,2013-2014,2.5.0
74934,2013-2014,2.5.0
74936,2013-2014,2.5.0
74937,2013-2014,2.4.0
74938,2013-2014,2.3.0
74939,2013-2014,2.5.0
74940,2013-2014,2.5.0
74941,2013-2014,2.5.0
74942,2013-2014,2.5.0
74943,2013-2014,2.5.0
74945,2013-2014,2.5.0
74946,2013-2014,2.5.0
74947,2013-2014,2.5.0
74948,2013-2014,2.5.0
74949,2013-2014,2.5.0
74950,2013-2014,2.5.0
74951,2013-2014,2.5.0
74953,2013-2014,2.5.0
74954,2013-2014,2.5.0
74955,2013-2014,2.4.0
74957,2013-2014,2.5.0
74958,2013-2014,2.5.0
74959,2013-2014,2.5.0
74960,2013-2014,2.5.0
74962,2013-2014,2.5.0
74963,2013-2014,2.5.0
74965,2013-2014,2.5.0
74966,2013-2014,2.5.0
74968,2013-2014,2.5.0
74969,2013-2014,2.5.0
74971,2013-2014,2.5.0
74972,2013-2014,2.3.0
74973,2013-2014,2.5.0
74974,2013-2014,2.4.0
74977,2013-2014,2.5.0
74978,2013-2014,2.5.0
74979,2013-2014,2.5.0
74980,2013-2014,2.3.0
74981,2013-2014,2.5.0
74982,2013-2014,2.5.0
74983,2013-2014,2.5.0
74984,2013-2014,2.5.0
74985,2013-2014,2.5.0
74986,2013-2014,2.3.0
74987,2013-2014,2.5.0
74988,2013-2014,2.5.0
74989,2013-2014,2.5.0
74990,2013-2014,2.5.0
74991,2013-2014,2.5.0
74992,2013-2014,2.3.0
74996,2013-2014,2.5.0
74999,2013-2014,2.5.0
75000,2013-2014,2.3.0
75001,2013-2014,2.5.0
75002,2013-2014,2.5.0
75003,2013-2014,2.5.0
75004,2013-2014,2.5.0
75007,2013-2014,2.5.0
75010,2013-2014,2.5.0
75011,2013-2014,2.5.0
75012,2013-2014,2.5.0
75016,2013-2014,2.5.0
75017,2013-2014,2.3.0
75018,2013-2014,2.5.0
75019,2013-2014,2.5.0
75020,2013-2014,2.5.0
75023,2013-2014,2.5.0
75024,2013-2014,2.5.0
75025,2013-2014,2.5.0
75027,2013-2014,2.5.0
75029,2013-2014,2.5.0
75030,2013-2014,2.5.0
75033,2013-2014,2.5.0
75034,2013-2014,2.5.0
75035,2013-2014,2.5.0
75036,2013-2014,2.5.0
75037,2013-2014,2.5.0
75039,2013-2014,2.3.0
75040,2013-2014,2.5.0
75042,2013-2014,2.5.0
75043,2013-2014,2.5.0
75044,2013-2014,2.5.0
75045,2013-2014,2.3.0
75047,2013-2014,2.5.0
75048,2013-2014,2.5.0
75049,2013-2014,2.5.0
75050,2013-2014,2.5.0
75051,2013-2014,2.5.0
75053,2013-2014,2.5.0
75054,2013-2014,2.5.0
75055,2013-2014,2.5.0
75056,2013-2014,2.3.0
75057,2013-2014,2.5.0
75058,2013-2014,2.5.0
75060,2013-2014,2.3.0
75061,2013-2014,2.5.0
75063,2013-2014,2.5.0
75064,2013-2014,2.5.0
75066,2013-2014,2.3.0
75067,2013-2014,2.5.0
75068,2013-2014,2.5.0
75069,2013-2014,2.5.0
75070,2013-2014,2.5.0
75071,2013-2014,2.2.0
75072,2013-2014,2.3.0
75073,2013-2014,2.5.0
75074,2013-2014,2.5.0
75075,2013-2014,2.5.0
75076,2013-2014,2.5.0
75078,2013-2014,2.5.0
75079,2013-2014,2.5.0
75081,2013-2014,2.5.0
75082,2013-2014,2.5.0
75085,2013-2014,2.5.0
75086,2013-2014,2.5.0
75087,2013-2014,2.5.0
75088,2013-2014,2.3.0
75089,2013-2014,2.3.0
75092,2013-2014,2.5.0
75093,2013-2014,2.5.0
75095,2013-2014,2.5.0
75097,2013-2014,2.5.0
75098,2013-2014,2.5.0
75100,2013-2014,2.5.0
75101,2013-2014,2.5.0
75102,2013-2014,2.5.0
75103,2013-2014,2.5.0
75104,2013-2014,2.5.0
75105,2013-2014,2.5.0
75107,2013-2014,2.5.0
75108,2013-2014,2.5.0
75110,2013-2014,2.5.0
75111,2013-2014,2.5.0
75112,2013-2014,2.5.0
75114,2013-2014,2.5.0
75117,2013-2014,2.5.0
75118,2013-2014,2.5.0
75121,2013-2014,2.5.0
75122,2013-2014,2.5.0
75123,2013-2014,2.5.0
75125,2013-2014,2.5.0
75126,2013-2014,2.5.0
75127,2013-2014,2.5.0
75128,2013-2014,2.5.0
75129,2013-2014,2.5.0
75130,2013-2014,2.5.0
75131,2013-2014,2.5.0
75132,2013-2014,2.5.0
75133,2013-2014,2.5.0
75134,2013-2014,2.5.0
75135,2013-2014,2.5.0
75136,2013-2014,2.5.0
75137,2013-2014,2.5.0
75138,2013-2014,2.5.0
75139,2013-2014,2.5.0
75140,2013-2014,2.5.0
75141,2013-2014,2.5.0
75143,2013-2014,2.3.0
75145,2013-2014,2.5.0
75146,2013-2014,2.5.0
75147,2013-2014,2.5.0
75150,2013-2014,2.5.0
75151,2013-2014,2.5.0
75153,2013-2014,2.5.0
75154,2013-2014,2.5.0
75155,2013-2014,2.5.0
75156,2013-2014,2.5.0
75157,2013-2014,2.5.0
75159,2013-2014,2.5.0
75160,2013-2014,2.5.0
75161,2013-2014,2.5.0
75164,2013-2014,2.5.0
75165,2013-2014,2.5.0
75167,2013-2014,2.5.0
75169,2013-2014,2.5.0
75171,2013-2014,2.5.0
75173,2013-2014,2.5.0
75174,2013-2014,2.5.0
75175,2013-2014,2.5.0
75176,2013-2014,2.5.0
75177,2013-2014,2.5.0
75178,2013-2014,2.5.0
75179,2013-2014,2.5.0
75180,2013-2014,2.5.0
75181,2013-2014,2.5.0
75182,2013-2014,2.5.0
75184,2013-2014,2.4.0
75186,2013-2014,2.5.0
75187,2013-2014,2.5.0
75188,2013-2014,2.5.0
75189,2013-2014,2.3.0
75190,2013-2014,2.5.0
75191,2013-2014,2.5.0
75193,2013-2014,2.5.0
75194,2013-2014,2.5.0
75195,2013-2014,2.5.0
75196,2013-2014,2.5.0
75200,2013-2014,2.5.0
75201,2013-2014,2.5.0
75204,2013-2014,2.5.0
75206,2013-2014,2.5.0
75207,2013-2014,2.5.0
75208,2013-2014,2.5.0
75209,2013-2014,2.3.0
75210,2013-2014,2.5.0
75212,2013-2014,2.5.0
75213,2013-2014,2.5.0
75215,2013-2014,2.5.0
75216,2013-2014,2.5.0
75218,2013-2014,2.5.0
75220,2013-2014,2.5.0
75221,2013-2014,2.5.0
75222,2013-2014,2.5.0
75223,2013-2014,2.5.0
75224,2013-2014,2.5.0
75225,2013-2014,2.3.0
75226,2013-2014,2.5.0
75227,2013-2014,2.5.0
75231,2013-2014,2.5.0
75233,2013-2014,2.5.0
75234,2013-2014,2.5.0
75235,2013-2014,2.5.0
75236,2013-2014,2.5.0
75237,2013-2014,2.5.0
75238,2013-2014,2.5.0
75241,2013-2014,2.5.0
75244,2013-2014,2.5.0
75246,2013-2014,2.5.0
75248,2013-2014,2.5.0
75249,2013-2014,2.5.0
75250,2013-2014,2.5.0
75252,2013-2014,2.5.0
75253,2013-2014,2.5.0
75254,2013-2014,2.5.0
75255,2013-2014,2.5.0
75256,2013-2014,2.5.0
75259,2013-2014,2.4.0
75260,2013-2014,2.4.0
75261,2013-2014,2.3.0
75262,2013-2014,2.5.0
75263,2013-2014,2.3.0
75264,2013-2014,2.5.0
75265,2013-2014,2.5.0
75267,2013-2014,2.5.0
75268,2013-2014,2.5.0
75269,2013-2014,2.5.0
75271,2013-2014,2.5.0
75272,2013-2014,2.5.0
75273,2013-2014,2.5.0
75274,2013-2014,2.5.0
75275,2013-2014,2.5.0
75276,2013-2014,2.5.0
75277,2013-2014,2.5.0
75278,2013-2014,2.5.0
75280,2013-2014,2.5.0
75281,2013-2014,2.5.0
75282,2013-2014,2.5.0
75283,2013-2014,2.3.0
75284,2013-2014,2.3.0
75285,2013-2014,2.5.0
75286,2013-2014,2.5.0
75288,2013-2014,2.5.0
75289,2013-2014,2.5.0
75291,2013-2014,2.5.0
75292,2013-2014,2.5.0
75293,2013-2014,2.5.0
75294,2013-2014,2.5.0
75296,2013-2014,2.5.0
75297,2013-2014,2.5.0
75298,2013-2014,2.5.0
75299,2013-2014,2.5.0
75300,2013-2014,2.5.0
75303,2013-2014,2.5.0
75304,2013-2014,2.5.0
75305,2013-2014,2.5.0
75307,2013-2014,2.5.0
75309,2013-2014,2.5.0
75310,2013-2014,2.5.0
75311,2013-2014,2.5.0
75312,2013-2014,2.5.0
75315,2013-2014,2.5.0
75316,2013-2014,2.5.0
75318,2013-2014,2.5.0
75319,2013-2014,2.5.0
75320,2013-2014,2.5.0
75321,2013-2014,2.5.0
75322,2013-2014,2.5.0
75323,2013-2014,2.3.0
75324,2013-2014,2.5.0
75325,2013-2014,2.5.0
75326,2013-2014,2.3.0
75327,2013-2014,2.5.0
75328,2013-2014,2.5.0
75329,2013-2014,2.5.0
75330,2013-2014,2.5.0
75331,2013-2014,2.5.0
75332,2013-2014,2.5.0
75333,2013-2014,2.5.0
75339,2013-2014,2.5.0
75340,2013-2014,2.5.0
75341,2013-2014,2.5.0
75342,2013-2014,2.5.0
75343,2013-2014,2.5.0
75344,2013-2014,2.5.0
75345,2013-2014,2.5.0
75346,2013-2014,2.5.0
75347,2013-2014,2.5.0
75348,2013-2014,2.5.0
75350,2013-2014,2.5.0
75351,2013-2014,2.5.0
75352,2013-2014,2.5.0
75353,2013-2014,2.5.0
75355,2013-2014,2.5.0
75356,2013-2014,2.5.0
75358,2013-2014,2.5.0
75359,2013-2014,2.5.0
75361,2013-2014,2.5.0
75362,2013-2014,2.4.0
75363,2013-2014,2.5.0
75364,2013-2014,2.5.0
75365,2013-2014,2.3.0
75366,2013-2014,2.5.0
75367,2013-2014,2.3.0
75370,2013-2014,2.5.0
75371,2013-2014,2.5.0
75373,2013-2014,2.5.0
75374,2013-2014,2.5.0
75375,2013-2014,2.5.0
75378,2013-2014,2.5.0
75379,2013-2014,2.5.0
75380,2013-2014,2.5.0
75381,2013-2014,2.3.0
75382,2013-2014,2.5.0
75383,2013-2014,2.5.0
75384,2013-2014,2.5.0
75385,2013-2014,2.5.0
75386,2013-2014,2.5.0
75387,2013-2014,2.5.0
75390,2013-2014,2.5.0
75391,2013-2014,2.3.0
75392,2013-2014,2.5.0
75393,2013-2014,2.5.0
75394,2013-2014,2.5.0
75395,2013-2014,2.5.0
75397,2013-2014,2.5.0
75398,2013-2014,2.5.0
75400,2013-2014,2.5.0
75403,2013-2014,2.5.0
75404,2013-2014,2.5.0
75406,2013-2014,2.5.0
75407,2013-2014,2.5.0
75409,2013-2014,2.5.0
75410,2013-2014,2.5.0
75411,2013-2014,2.5.0
